TRADING SESSION ANALYSIS - NIFTY 50 (Local 5)
Generated,3/3/2026, 1:42:44 PM
Start Date,1/3/2022, 3:15:00 PM

PERFORMANCE SUMMARY
Total P&L,613476.80
Win Rate,42.9%
Winning Trades,147
Losing Trades,196
Avg Win,21861.49
Avg Loss,13266.14
Profit Factor,1.24

POSITION SUMMARY
ID,Direction,Entry Date/Time,Exit Date/Time,Entry Price,Exit Price,Qty,PnL,Duration (min),SL,Target,SL Hit,TP Hit,Trend Reversed,PnL at Reversal,Exit Reason,Category,LT Market,HT Market,Entry Pos,LLHH Pivot,Entry Sign,Align E(S),Align E(V),Align M(S),Align M(V),Notes,Screenshot (E),Screenshot (M)
pos-1772294179020-is6b1m010,SHORT,19-05-2022 17:20:00,19-05-2022 18:35:00,15870.05,15812.8,384,21984.00,75.0,15896.05,15818.05,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772294062751-pbpf412da,SHORT,18-05-2022 18:35:00,18-05-2022 19:00:00,16236.75,16319.45,263,-21750.10,25.0,16274.75,16160.75,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Range,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772293988013-6fkxxc7a2,LONG,18-05-2022 16:05:00,18-05-2022 17:45:00,16364.3,16298.05,200,-13250.00,100.0,16314.3,16464.3,NO,NO,YES,-12673.50,SL,System,Bull-Trend,Bull-Trend,on-MA,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772293177646-yvaxepyxp,LONG,17-05-2022 17:50:00,17-05-2022 19:25:00,16126,16180.2,384,20812.80,95.0,15903.604145581938,,NO,NO,YES,-12673.50,MANUAL,System,Bull-Trend,Bull-Trend,gap,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772290599822-wtxk24cf4,SHORT,16-05-2022 16:15:00,16-05-2022 17:10:00,15925.15,15860.2,322,20913.90,55.0,,15738.414563293578,NO,NO,YES,-6741.90,MANUAL,System,Bull-Trend,Range,gap-opposite,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772287894138-lghwgckub,SHORT,13-05-2022 19:25:00,13-05-2022 19:40:00,16023,15935.95,312,27159.60,15.0,16055,15959,NO,NO,YES,-6741.90,TP,System,Range,Bull-Trend,on-MA,LH-HL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772287831400-zlnbwsyd8,SHORT,13-05-2022 17:40:00,13-05-2022 18:35:00,16027,16049.75,555,-12626.25,55.0,16045,15991,NO,NO,YES,-6741.90,SL,System,Bull-Trend,Bull-Trend,gap-opposite,HH-HL,Reverse-H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772287614281-dcdfs5mxz,SHORT,12-05-2022 17:15:00,12-05-2022 20:00:00,15847.15,15741.4,222,23476.50,165.0,15892.15,15757.15,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772287563352-cjwyl88ks,SHORT,12-05-2022 15:40:00,12-05-2022 16:00:00,15874.35,15917.55,263,-11361.60,20.0,15912.35,15798.35,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-HL,None,Yes,Yes,Yes,Yes,"",,
pos-1772287457123-llmt765py,SHORT,11-05-2022 17:25:00,11-05-2022 18:10:00,16141.9,16070,400,28760.00,45.0,16166.9,16091.9,NO,NO,YES,-6741.90,TP,System,Range,Bear-Trend,on-MA,HH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,
pos-1772195063541-vttbh6zib,LONG,10-05-2022 16:25:00,10-05-2022 16:50:00,16316.05,16303.35,284,-3606.80,25.0,16282.849075830609,16388.350052626214,NO,NO,YES,-12673.50,MANUAL,System,Bull-Trend,Range,on-MA,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772194985615-5nwskv9p8,SHORT,09-05-2022 18:55:00,09-05-2022 19:30:00,16326.1,16253.7,333,24109.20,35.0,16356.1,16266.1,NO,NO,YES,-6741.90,TP,System,Range,Range,on-MA,LH-LL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772194913229-b8l89ofz4,SHORT,06-05-2022 18:35:00,06-05-2022 18:55:00,16372.4,16438.4,294,-19404.00,20.0,16406.4,16304.4,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772194814268-nkczcoxet,SHORT,05-05-2022 19:25:00,05-05-2022 20:45:00,16751.8,16690.25,204,12556.20,80.0,16800.8,16653.8,NO,YES,YES,-6741.90,MANUAL,System,Bear-Reversal,Bear-Trend,gap,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772194763887-zljoo93gn,SHORT,05-05-2022 17:25:00,05-05-2022 18:00:00,16837.75,16891.7,208,-11221.60,35.0,16885.75,16741.75,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Range,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772194739236-l8aj7pmyp,LONG,05-05-2022 16:20:00,05-05-2022 17:00:00,16911.35,16872.05,322,-12654.60,40.0,16880.35,16973.35,NO,NO,YES,-12673.50,SL,System,Bull-Trend,Bull-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772194618097-9wzcq498m,SHORT,04-05-2022 17:25:00,04-05-2022 18:00:00,16935.85,16873.45,454,28329.60,35.0,16957.85,16891.85,NO,NO,YES,-6741.90,TP,System,Bear-Reversal,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772194589640-z5nzic9zm,SHORT,04-05-2022 15:25:00,04-05-2022 15:55:00,17043.6,16978.75,416,26977.60,30.0,17067.6,16995.6,NO,NO,YES,-6741.90,TP,System,Range,Range,on-MA,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192877667-fxpd7p67n,LONG,29-04-2022 18:30:00,29-04-2022 19:20:00,17364.25,17347.65,666,-11055.60,50.0,17349.25,17394.25,NO,NO,YES,-12673.50,SL,System,Bull-Trend,Bull-Trend,gap,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192827681-lvbjlhlog,LONG,28-04-2022 19:40:00,28-04-2022 20:30:00,17297.65,17261.65,555,-19980.00,50.0,17279.65,17333.65,NO,NO,YES,-12673.50,SL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192785856-355i0g8sl,SHORT,27-04-2022 19:45:00,27-04-2022 20:10:00,17040.45,17080.15,416,-16515.20,25.0,17064.45,16992.45,NO,NO,YES,-6741.90,SL,System,Bull-Trend,Bear-Trend,gap-opposite,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,
pos-1772192764460-dzdcj8zom,SHORT,27-04-2022 18:00:00,27-04-2022 18:20:00,17029.9,16988.05,526,22013.10,20.0,17048.9,16991.9,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772192746519-cldxhby8o,SHORT,27-04-2022 16:45:00,27-04-2022 17:00:00,17055.75,17024.95,714,21991.20,15.0,17069.75,17027.75,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H3/L3,Yes,Yes,Yes,Yes,"",,
pos-1772192712211-kvj9tbwvp,SHORT,26-04-2022 19:55:00,26-04-2022 20:30:00,17130.3,17176.25,277,-12728.15,35.0,17166.3,17058.3,NO,NO,YES,-6741.90,SL,System,Range,Bull-Trend,on-MA,LH-HL,None,Yes,Yes,Yes,Yes,"",,
pos-1772192637721-amb88afnw,SHORT,25-04-2022 16:40:00,25-04-2022 17:50:00,17003.55,16928.3,243,18285.75,70.0,17026.55,16957.55,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-HL,None,Yes,Yes,Yes,Yes,"",,
pos-1772192610455-aceegiz9j,SHORT,22-04-2022 19:15:00,22-04-2022 20:05:00,17269.2,17181.95,243,21201.75,50.0,17310.2,17187.2,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192595055-6gkmsrwso,SHORT,22-04-2022 18:45:00,22-04-2022 19:05:00,17274,17299.75,714,-18385.50,20.0,17288,17246,NO,NO,YES,-6741.90,SL,System,Range,Range,on-MA,LH-LL,Reverse-H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192576628-xrvbz98ra,LONG,22-04-2022 17:25:00,22-04-2022 18:30:00,17304.45,17273.25,384,-11980.80,65.0,17278.45,17356.45,NO,NO,YES,-12673.50,SL,System,Bull-Trend,Range,on-MA,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772192397689-yx344bob8,SHORT,18-04-2022 17:30:00,18-04-2022 18:20:00,17146.8,17076.15,294,20771.10,50.0,17180.8,17078.8,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,None,Yes,Yes,Yes,Yes,"",,
pos-1772192308616-axf8vvsem,SHORT,12-04-2022 19:10:00,12-04-2022 19:25:00,17449.75,17494.6,294,-13185.90,15.0,17483.75,17381.75,NO,NO,YES,-6741.90,SL,System,Bear-Reversal,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772192291164-tx7fwqy7n,LONG,12-04-2022 18:10:00,12-04-2022 18:40:00,17512.65,17470.8,312,-13057.20,30.0,17480.65,17576.65,NO,NO,YES,-12673.50,SL,System,Bear-Trend,Bear-Trend,gap-opposite,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192269676-o7nbuibxf,SHORT,12-04-2022 16:40:00,12-04-2022 17:10:00,17503.95,17521.25,588,-10172.40,30.0,17520.95,17469.95,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772192030229-vosrhm8ar,SHORT,07-04-2022 16:20:00,07-04-2022 16:35:00,17688.25,17707.95,714,-14065.80,15.0,17702.25,17660.25,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772192012911-k5mbd3ocr,SHORT,07-04-2022 15:30:00,07-04-2022 16:00:00,17718.1,17677.7,588,23755.20,30.0,17735.1,17684.1,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191956084-rdez13rmn,SHORT,06-04-2022 18:45:00,06-04-2022 20:45:00,17826.05,17802.15,454,10850.60,120.0,17848.05,17782.05,NO,NO,YES,-6741.90,TIME_OVER,System,Range,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191934193-6sohxogvz,SHORT,06-04-2022 17:55:00,06-04-2022 18:05:00,17859.3,17885.75,500,-13225.00,10.0,17879.3,17819.3,NO,NO,YES,-6741.90,SL,System,Bull-Trend,Bear-Trend,gap-opposite,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772191916979-c3l3x5yc8,SHORT,06-04-2022 17:40:00,06-04-2022 17:45:00,17857.95,17873.15,588,-8937.60,5.0,17874.95,17823.95,NO,NO,YES,-6741.90,MANUAL,System,Range,Bear-Trend,gap-opposite,HH-LL,None,Yes,Yes,Yes,Yes,"",,
pos-1772191823055-witwn2g32,SHORT,05-04-2022 16:40:00,05-04-2022 18:35:00,18012.95,18051.25,434,-16622.20,115.0,18035.95,17966.95,NO,NO,YES,-16622.20,SL,System,Range,Bull-Trend,gap-opposite,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191791329-bticd9rgd,SHORT,05-04-2022 16:05:00,05-04-2022 16:25:00,17970.4,18005.65,208,-7332.00,20.0,18018.4,17874.4,NO,NO,YES,-6741.90,MANUAL,System,Bear-Trend,Range,on-MA,HH-HL,None,Yes,Yes,Yes,Yes,"",,
pos-1772191704229-vtkvc6pv6,SHORT,04-04-2022 18:15:00,04-04-2022 18:35:00,17915.35,17966.85,416,-21424.00,20.0,17939.35,17867.35,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bull-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191679759-19j6vvhnb,SHORT,04-04-2022 17:25:00,04-04-2022 17:40:00,17975.6,17924.7,476,24228.40,15.0,17996.6,17933.6,NO,NO,YES,-6741.90,TP,System,Range,Bull-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191543666-sq5y17o21,SHORT,31-03-2022 17:00:00,31-03-2022 18:30:00,17494,17519.5,416,-10608.00,90.0,17518,17446,NO,NO,YES,-4680.00,SL,System,Bear-Trending-range,Range,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191467608-3v7csfs67,SHORT,30-03-2022 19:30:00,30-03-2022 20:05:00,17452.05,17481.75,370,-10989.00,35.0,17479.05,17398.05,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bull-Trend,on-MA,LH-LL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772191444751-hg6b422r5,SHORT,30-03-2022 18:55:00,30-03-2022 19:10:00,17496.65,17462.75,714,24204.60,15.0,17510.65,17468.65,NO,NO,YES,-6741.90,TP,System,Range,Bull-Trend,gap-opposite,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1uhszoyl4zVDHEUnaf7vCk7se8plR2nWj/view?usp=drivesdk
pos-1772191366038-i2lblqbqh,SHORT,29-03-2022 18:00:00,29-03-2022 18:20:00,17267.1,17297.05,588,-17610.60,20.0,17284.1,17233.1,NO,NO,YES,-17610.60,SL,System,Bear-Trend,Bull-Trend,on-MA,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,
pos-1772191338869-2tdep3fn9,LONG,29-03-2022 16:55:00,29-03-2022 17:05:00,17296.5,17266.8,454,-13483.80,10.0,17274.5,17340.5,NO,NO,YES,-17610.60,SL,System,Bull-Trend,Bull-Trend,on-MA,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,
pos-1772191292877-7wbthfbex,SHORT,28-03-2022 17:20:00,28-03-2022 17:40:00,17026.05,17050.4,769,-18725.15,20.0,17039.05,17000.05,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772191204809-y8ekcqvqs,SHORT,25-03-2022 18:45:00,25-03-2022 19:15:00,17141.55,17088.55,416,22048.00,30.0,17165.55,17093.55,NO,NO,YES,-6741.90,TP,System,Bear-Reversal,Bear-Trend,on-MA,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1C00gqZj768-WlZzEaC5aqhL1Mg9v4nny/view?usp=drivesdk
pos-1772191153514-2mngq60vs,SHORT,24-03-2022 18:20:00,24-03-2022 18:55:00,17164.45,17214.65,370,-18574.00,35.0,17191.45,17110.45,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772191139397-wrkp2e2ia,LONG,24-03-2022 16:50:00,24-03-2022 17:20:00,17284.1,17239.25,322,-14441.70,30.0,17253.1,17346.1,NO,NO,YES,-17610.60,SL,System,Bull-Trend,Range,gap,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772190993940-ws3nj2gky,SHORT,22-03-2022 15:20:00,22-03-2022 18:10:00,17041.8,17138.55,212,-20511.00,170.0,17088.8,16947.8,YES,NO,YES,-4971.40,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772190915258-uli4doq40,SHORT,21-03-2022 19:10:00,22-03-2022 14:55:00,17152.55,17066.2,416,35921.60,1185.0,17176.55,17104.55,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1eu9lZDk23ZOG6wgJwNizkm32wzmGiK8i/view?usp=drivesdk
pos-1772190873792-ghpo21ajr,SHORT,21-03-2022 17:05:00,21-03-2022 18:00:00,17258.15,17196.5,434,26756.10,55.0,17281.15,17212.15,NO,NO,YES,-6741.90,TP,System,Range,Bear-Trend,on-MA,LH-LL,None,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1X-kl0V6MeDLmhWJUkJqGfzWZ0apHpeLh/view?usp=drivesdk
pos-1772190845514-mh0hzjpvf,SHORT,21-03-2022 15:40:00,21-03-2022 16:35:00,17232.7,17273.95,270,-11137.50,55.0,17269.7,17158.7,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Range,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1Bape6Gfv0lZsiXNTjZiPz32AH54OmULT/view?usp=drivesdk
pos-1772190743943-9mt1p3gzj,SHORT,16-03-2022 19:40:00,16-03-2022 20:15:00,16878.8,16912.2,322,-10754.80,35.0,16909.8,16816.8,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bull-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772190576961-400puh9t6,LONG,14-03-2022 15:15:00,14-03-2022 16:30:00,16641.75,16714.1,277,20040.95,75.0,16605.75,16713.75,NO,NO,YES,-4971.40,TP,System,Bull-Trending-range,Bull-Trend,on-MA,LH-LL,None,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1llplknH4AcoNxWf1pMJXUneYv1p7oQkL/view?usp=drivesdk
pos-1772190510442-na0dsf892,SHORT,11-03-2022 19:30:00,11-03-2022 19:45:00,16589.25,16618.55,344,-10079.20,15.0,16618.25,16531.25,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,on-MA,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1gnNJvX2UtGR-OL3X39_vGCBo6EI4I-eb/view?usp=drivesdk
pos-1772190426917-01w0qxn5r,SHORT,10-03-2022 20:15:00,10-03-2022 20:45:00,16569.15,16600.3,204,-6354.60,30.0,16618.15,16471.15,NO,NO,YES,-9526.80,TIME_OVER,System,Bear-Trend,Bear-Trend,on-MA,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,
pos-1772190407663-85qljcna0,SHORT,10-03-2022 19:50:00,10-03-2022 20:00:00,16500.35,16578.05,370,-28749.00,10.0,16527.35,16446.35,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1_lfw3ChcCHpFg-QlzeEb96jjQXkcq3bL/view?usp=drivesdk
pos-1772190370674-uyjbp3qea,SHORT,10-03-2022 18:35:00,10-03-2022 18:50:00,16622.7,16669.3,217,-10112.20,15.0,16668.7,16530.7,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bull-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1LW8M5wRdViISQHmpxZTU6tjqwxWoK7if/view?usp=drivesdk
pos-1772190262656-za87dfccf,SHORT,08-03-2022 19:45:00,08-03-2022 20:00:00,15844.15,15923.15,144,-11376.00,15.0,15913.15,15706.15,NO,NO,YES,-6741.90,SL,System,Bull-Trend,Range,gap-opposite,HH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/16DqHqzlPcMAwPPr9o57MafkC1VAnxXNB/view?usp=drivesdk
pos-1772190227045-oecltmwlo,SHORT,08-03-2022 18:00:00,08-03-2022 19:10:00,15722.75,15780.25,204,-11730.00,70.0,15771.75,15624.75,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,on-MA,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1DztojV86knjitYKB8NEaDWNU9gHyR2GA/view?usp=drivesdk
pos-1772190197974-oj1cjf8gk,LONG,08-03-2022 16:55:00,08-03-2022 17:15:00,15775.8,15733.55,333,-14069.25,20.0,15745.8,15835.8,YES,NO,YES,-9526.80,MANUAL,System,Bear-Trend,Bear-Trend,gap-opposite,LH-LL,None,Yes,Yes,Yes,Yes,"",,
pos-1772190079948-ol87zaqyn,SHORT,04-03-2022 17:50:00,04-03-2022 18:00:00,16243.25,16288.4,303,-13680.45,10.0,16566.316557778686,,NO,NO,YES,-6741.90,MANUAL,System,Bull-Trend,Bear-Trend,gap-opposite,HH-HL,H3/L3,Yes,Yes,Yes,Yes,"",,
pos-1772189861418-9ouhtlwyu,SHORT,03-03-2022 17:40:00,03-03-2022 17:50:00,16640.4,16575.65,476,30821.00,10.0,16661.4,16598.4,NO,NO,YES,-6741.90,TP,System,Range,Bull-Trend,on-MA,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1uNM9i7PrPdXsfx5yDVnGNM1gh8w2MfqJ/view?usp=drivesdk
pos-1772189749172-m20kbf2y8,SHORT,02-03-2022 18:40:00,02-03-2022 20:35:00,16548.7,16584.05,312,-11029.20,115.0,16580.7,16484.7,NO,NO,YES,748.80,SL,System,Range,Bear-Trend,gap-opposite,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1rG26me2Xsu1rIQzZAw9sUOa8uLl-wwZX/view?usp=drivesdk
pos-1772189528729-834tf7eve,SHORT,02-03-2022 15:55:00,02-03-2022 18:15:00,16583.9,16485.95,217,21255.15,140.0,16629.9,16491.9,NO,NO,YES,-6741.90,TP,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1txJ0T5K4UZPsmR7n9n8TYxoMji07lS2c/view?usp=drivesdk
pos-1772189472884-lc32ojzwp,SHORT,28-02-2022 19:35:00,28-02-2022 20:05:00,16650.65,16723.65,138,-10074.00,30.0,16722.65,16506.65,NO,NO,YES,-6741.90,SL,System,Range,Range,on-MA,LH-HL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1PPkIh6jDuoHLlnDdpeTIECBzYjN9zel1/view?usp=drivesdk
pos-1772189328003-ai08i4b9t,SHORT,28-02-2022 15:40:00,28-02-2022 15:45:00,16450.45,16471.85,833,-17826.20,5.0,16462.45,16426.45,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1VBkJ4sG7-3DVk3hpbaDXeUOF1J5_k8yA/view?usp=drivesdk
pos-1772189259143-supr6xsew,SHORT,25-02-2022 20:00:00,25-02-2022 20:45:00,16642.6,16671.4,128,-3686.40,45.0,16720.6,16486.6,NO,YES,YES,-3353.60,MANUAL,System,Range,Range,on-MA,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,
pos-1772189211267-kau7u3jad,SHORT,25-02-2022 18:00:00,25-02-2022 19:50:00,16640.9,16709.7,151,-10388.80,110.0,16706.9,16508.9,NO,NO,YES,-10388.80,SL,System,Bear-Trend,Bull-Trend,on-MA,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1Zg-Bx25DlV0SXOpQcZe11q3w8egSu6XR/view?usp=drivesdk
pos-1772189166795-a24k2cay8,LONG,25-02-2022 16:50:00,25-02-2022 17:25:00,16714.35,16674.35,357,-14280.00,35.0,16686.35,16770.35,NO,NO,YES,-10388.80,SL,System,Bull-Reversal,Bull-Trend,gap,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1902KZ5qqzsDAQ8MlmAy6VlRalO3AZeSh/view?usp=drivesdk
pos-1772189093340-5ucyotc90,SHORT,24-02-2022 19:10:00,24-02-2022 19:15:00,16418.85,16476.15,164,-9397.20,5.0,16475.505675259716,16292.629761446704,NO,NO,YES,-6741.90,SL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1fw0SSGzxL72xPzYXUA2zIQ92fksKIP_4/view?usp=drivesdk
pos-1772189002017-j728nw45w,SHORT,23-02-2022 20:25:00,23-02-2022 20:35:00,17144.5,17071.7,434,31595.20,10.0,17167.5,17098.5,NO,NO,YES,-6741.90,TP,System,Range,Bull-Trend,gap-opposite,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/18mIbWidYkj8gx6EzCIu0QVH0CRxZ_A94/view?usp=drivesdk
pos-1772188891064-gdgliehnz,SHORT,23-02-2022 16:05:00,23-02-2022 16:35:00,17121.6,17173,232,-11924.80,30.0,17164.6,17035.6,NO,NO,YES,-6741.90,SL,System,Range,Bull-Trend,on-MA,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1E6ucAWGZ5_GH3JFAjcBV9lMq1Vhd-Pxc/view?usp=drivesdk
pos-1772188733346-r17ok811v,LONG,21-02-2022 18:25:00,21-02-2022 19:35:00,17310.7,17248.35,286,-17832.10,70.0,17278.404375814585,17383.093242504336,NO,NO,YES,-17832.10,SL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1sOpUIKHzRGnY01w4vw307SJCXVS_qdZI/view?usp=drivesdk
pos-1772188667583-hcsvny7i1,SHORT,21-02-2022 15:30:00,21-02-2022 16:05:00,17125.45,17172.8,238,-11269.30,35.0,17167.45,17041.45,NO,NO,YES,-17832.10,SL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1uuaklGp7ZeyXqtxU4rUvR0Cr1U4nGW3Y/view?usp=drivesdk
pos-1772188428189-5vzwd6jeh,SHORT,17-02-2022 18:40:00,17-02-2022 19:10:00,17382.05,17413.55,526,-16569.00,30.0,17401.05,17344.05,NO,NO,YES,-17832.10,SL,System,Bull-Trend,Bull-Trend,gap-opposite,LH-LL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1XJT9MUJOscnkEvRCEJZhUkejV0onjTLV/view?usp=drivesdk
pos-1772188361921-wn2g56stc,SHORT,17-02-2022 15:50:00,17-02-2022 16:15:00,17278.45,17326.4,212,-10165.40,25.0,17325.45,17184.45,NO,NO,YES,-17832.10,SL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1bdkLduEubv9J8A2CYo9ysO-72kqfcIhE/view?usp=drivesdk
pos-1772188298723-gbrnw0zuc,LONG,16-02-2022 18:55:00,16-02-2022 20:10:00,17430.25,17371.85,250,-14600.00,75.0,17390.25,17510.25,NO,NO,YES,-10388.80,SL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",,https://drive.google.com/file/d/1RxBbdopSyHNcBLuJksBHKIQ3iDNA9KxX/view?usp=drivesdk
